cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(12, 19)",95741.94138610574,96017.40897844656,"[24297, 8872, 940]",940,2,9,6,95750.94138610574,96023.40897844656,95788.90931061705,96048.72092812076
"(13, 14)",95756.57751165253,96031.0157561077,"[25872, 1467, 6770]",1467,2,9,6,95765.57751165253,96037.0157561077,95803.54543616384,96062.3277057819
"(13, 15)",95756.94848579669,96031.27161188342,"[25872, 2812, 5425]",2812,2,9,6,95765.94848579669,96037.27161188342,95803.916410308,96062.58356155762
"(13, 16)",95754.164234228,96031.37743246363,"[25872, 4061, 4176]",4061,2,9,6,95763.164234228,96037.37743246363,95801.1321587393,96062.68938213783
"(13, 17)",95755.63642185867,96031.24514694774,"[25872, 5215, 3022]",3022,2,9,6,95764.63642185867,96037.24514694774,95802.60434636998,96062.55709662194
"(13, 18)",95757.21784926904,96031.24587724378,"[25872, 6291, 1946]",1946,2,9,6,95766.21784926904,96037.24587724378,95804.18577378035,96062.55782691798
"(13, 19)",95755.80519998586,96030.97925938273,"[25872, 7297, 940]",940,2,9,6,95764.80519998586,96036.97925938273,95802.77312449717,96062.29120905693
"(14, 15)",95776.24241328305,96051.75739855453,"[27339, 1345, 5425]",1345,2,9,6,95785.24241328305,96057.75739855453,95823.21033779436,96083.06934822873
"(14, 16)",95773.0138397427,96051.35868209557,"[27339, 2594, 4176]",2594,2,9,6,95782.0138397427,96057.35868209557,95819.98176425401,96082.67063176977
"(14, 17)",95774.57194135786,96051.48962125604,"[27339, 3748, 3022]",3022,2,9,6,95783.57194135786,96057.48962125604,95821.53986586917,96082.80157093024
"(14, 18)",95776.23851178681,96051.67709144442,"[27339, 4824, 1946]",1946,2,9,6,95785.23851178681,96057.67709144442,95823.20643629812,96082.98904111862
"(14, 19)",95774.82857800912,96051.3791416653,"[27339, 5830, 940]",940,2,9,6,95783.82857800912,96057.3791416653,95821.79650252043,96082.6910913395
"(15, 16)",95787.95453876819,96066.4879696434,"[28684, 1249, 4176]",1249,2,9,6,95796.95453876819,96072.4879696434,95834.9224632795,96097.79991931761
"(15, 17)",95790.34468938038,96067.31767526284,"[28684, 2403, 3022]",2403,2,9,6,95799.34468938038,96073.31767526284,95837.31261389169,96098.62962493704
"(15, 18)",95791.90082807872,96068.09995467572,"[28684, 3479, 1946]",1946,2,9,6,95800.90082807872,96074.09995467572,95838.86875259003,96099.41190434992
"(15, 19)",95790.82583214276,96067.44174491428,"[28684, 4485, 940]",940,2,9,6,95799.82583214276,96073.44174491428,95837.79375665406,96098.75369458848
"(16, 17)",95793.15551310522,96072.38402162236,"[29933, 1154, 3022]",1154,2,9,6,95802.15551310522,96078.38402162236,95840.12343761652,96103.69597129656
"(16, 18)",95792.880858568,96071.94223112038,"[29933, 2230, 1946]",1946,2,9,6,95801.880858568,96077.94223112038,95839.8487830793,96103.25418079458
"(16, 19)",95793.14661014186,96072.08871473408,"[29933, 3236, 940]",940,2,9,6,95802.14661014186,96078.08871473408,95840.11453465317,96103.40066440828
"(17, 18)",95807.95066961178,96084.42925871859,"[31087, 1076, 1946]",1076,2,9,6,95816.95066961178,96090.42925871859,95854.91859412308,96115.74120839279
"(17, 19)",95808.34653677283,96084.60887442139,"[31087, 2082, 940]",940,2,9,6,95817.34653677283,96090.60887442139,95855.31446128414,96115.92082409559
"(18, 19)",95823.8944226806,96100.07114560448,"[32163, 1006, 940]",940,2,9,6,95832.8944226806,96106.07114560448,95870.86234719191,96131.38309527868
"(1, 2, 3)",95762.88926154748,96074.57267980228,"[2030, 2107, 2166, 27806]",2030,3,12,8,95774.88926154748,96082.57267980228,95825.51316089588,96116.32194603454
"(1, 2, 4)",95724.88993095334,96043.498695029,"[2030, 2107, 4374, 25598]",2030,3,12,8,95736.88993095334,96051.498695029,95787.51383030174,96085.24796126127
"(1, 2, 5)",95684.09589982392,96003.95532720741,"[2030, 2107, 6595, 23377]",2030,3,12,8,95696.09589982392,96011.95532720741,95746.71979917232,96045.70459343967
"(1, 2, 6)",95671.23617583481,95977.61323941307,"[2030, 2107, 8756, 21216]",2030,3,12,8,95683.23617583481,95985.61323941307,95733.86007518321,96019.36250564533
"(1, 2, 7)",95672.0887592673,95971.80780817455,"[2030, 2107, 10860, 19112]",2030,3,12,8,95684.0887592673,95979.80780817455,95734.7126586157,96013.55707440681
"(1, 2, 8)",95669.32039247808,95964.63043245906,"[2030, 2107, 12882, 17090]",2030,3,12,8,95681.32039247808,95972.63043245906,95731.94429182648,96006.37969869132
"(1, 2, 9)",95678.76977250818,95970.21907458328,"[2030, 2107, 14834, 15138]",2030,3,12,8,95690.76977250818,95978.21907458328,95741.39367185658,96011.96834081554
"(1, 2, 10)",95685.26643758835,95978.47283289695,"[2030, 2107, 16697, 13275]",2030,3,12,8,95697.26643758835,95986.47283289695,95747.89033693675,96020.22209912921
"(1, 2, 11)",95685.95545117614,95979.58849723378,"[2030, 2107, 18480, 11492]",2030,3,12,8,95697.95545117614,95987.58849723378,95748.57935052454,96021.33776346604
"(1, 2, 12)",95700.3137231443,95995.62752917451,"[2030, 2107, 20160, 9812]",2030,3,12,8,95712.3137231443,96003.62752917451,95762.9376224927,96037.37679540677
"(1, 2, 13)",95715.9856625078,96011.51680265955,"[2030, 2107, 21735, 8237]",2030,3,12,8,95727.9856625078,96019.51680265955,95778.6095618562,96053.26606889181
"(1, 2, 14)",95736.76592983685,96034.26892952438,"[2030, 2107, 23202, 6770]",2030,3,12,8,95748.76592983685,96042.26892952438,95799.38982918525,96076.01819575664
"(1, 2, 15)",95754.007403831,96051.84964850021,"[2030, 2107, 24547, 5425]",2030,3,12,8,95766.007403831,96059.84964850021,95816.6313031794,96093.59891473247
"(1, 2, 16)",95755.66999708797,96057.01062613688,"[2030, 2107, 25796, 4176]",2030,3,12,8,95767.66999708797,96065.01062613688,95818.29389643637,96098.75989236914
"(1, 2, 17)",95771.17503368139,96070.93528334567,"[2030, 2107, 26950, 3022]",2030,3,12,8,95783.17503368139,96078.93528334567,95833.79893302979,96112.68454957793
"(1, 2, 18)",95788.77572829514,96086.92514553001,"[2030, 2107, 28026, 1946]",1946,3,12,8,95800.77572829514,96094.92514553001,95851.39962764354,96128.67441176227
"(1, 2, 19)",95793.65306122761,96093.79300900051,"[2030, 2107, 29032, 940]",940,3,12,8,95805.65306122761,96101.79300900051,95856.27696057601,96135.54227523277
"(1, 3, 4)",95728.82777249576,96050.21716022295,"[2030, 4273, 2208, 25598]",2030,3,12,8,95740.82777249576,96058.21716022295,95791.45167184416,96091.96642645521
"(1, 3, 5)",95686.56257969193,96011.30235778079,"[2030, 4273, 4429, 23377]",2030,3,12,8,95698.56257969193,96019.30235778079,95749.18647904033,96053.05162401305
"(1, 3, 6)",95671.5731466726,95983.7666232554,"[2030, 4273, 6590, 21216]",2030,3,12,8,95683.5731466726,95991.7666232554,95734.197046021,96025.51588948767
"(1, 3, 7)",95668.47962593986,95976.41997844818,"[2030, 4273, 8694, 19112]",2030,3,12,8,95680.47962593986,95984.41997844818,95731.10352528826,96018.16924468044
"(1, 3, 8)",95661.67490814009,95967.38439826101,"[2030, 4273, 10716, 17090]",2030,3,12,8,95673.67490814009,95975.38439826101,95724.29880748849,96009.13366449327
"(1, 3, 9)",95666.19436437111,95972.10839526186,"[2030, 4273, 12668, 15138]",2030,3,12,8,95678.19436437111,95980.10839526186,95728.81826371951,96013.85766149413
"(1, 3, 10)",95669.639171722,95978.04416341313,"[2030, 4273, 14531, 13275]",2030,3,12,8,95681.639171722,95986.04416341313,95732.2630710704,96019.79342964539
"(1, 3, 11)",95668.31033017141,95976.97152306308,"[2030, 4273, 16314, 11492]",2030,3,12,8,95680.31033017141,95984.97152306308,95730.93422951981,96018.72078929534
"(1, 3, 12)",95679.67865274416,95989.9397455842,"[2030, 4273, 17994, 9812]",2030,3,12,8,95691.67865274416,95997.9397455842,95742.30255209256,96031.68901181646
"(1, 3, 13)",95692.42093190685,96002.93093204797,"[2030, 4273, 19569, 8237]",2030,3,12,8,95704.42093190685,96010.93093204797,95755.04483125525,96044.68019828023
"(1, 3, 14)",95709.91988192315,96022.287188152,"[2030, 4273, 21036, 6770]",2030,3,12,8,95721.91988192315,96030.287188152,95772.54378127155,96064.03645438426
"(1, 3, 15)",95724.37306351011,96036.94365155007,"[2030, 4273, 22381, 5425]",2030,3,12,8,95736.37306351011,96044.94365155007,95786.99696285851,96078.69291778233
"(1, 3, 16)",95724.46736161037,96040.40369679155,"[2030, 4273, 23630, 4176]",2030,3,12,8,95736.46736161037,96048.40369679155,95787.09126095877,96082.15296302381
"(1, 3, 17)",95737.6517608487,96051.92607712958,"[2030, 4273, 24784, 3022]",2030,3,12,8,95749.6517608487,96059.92607712958,95800.2756601971,96093.67534336184
"(1, 3, 18)",95752.82313590666,96065.38884502609,"[2030, 4273, 25860, 1946]",1946,3,12,8,95764.82313590666,96073.38884502609,95815.44703525506,96107.13811125835
"(1, 3, 19)",95756.2062618416,96070.65929958546,"[2030, 4273, 26866, 940]",940,3,12,8,95768.2062618416,96078.65929958546,95818.83016119,96112.40856581772
"(1, 4, 5)",95686.7015050597,96012.34544992972,"[2030, 6481, 2221, 23377]",2030,3,12,8,95698.7015050597,96020.34544992972,95749.3254044081,96054.09471616198
"(1, 4, 6)",95668.27476194756,95984.09389397799,"[2030, 6481, 4382, 21216]",2030,3,12,8,95680.27476194756,95992.09389397799,95730.89866129596,96025.84316021025
"(1, 4, 7)",95660.08112999581,95976.02630495898,"[2030, 6481, 6486, 19112]",2030,3,12,8,95672.08112999581,95984.02630495898,95722.70502934422,96017.77557119125
"(1, 4, 8)",95650.12668621211,95966.70838721146,"[2030, 6481, 8508, 17090]",2030,3,12,8,95662.12668621211,95974.70838721146,95712.75058556051,96008.45765344372
"(1, 4, 9)",95652.30665582739,95968.78354140179,"[2030, 6481, 10460, 15138]",2030,3,12,8,95664.30665582739,95976.78354140179,95714.93055517579,96010.53280763405
"(1, 4, 10)",95653.36188430797,95971.92985088409,"[2030, 6481, 12323, 13275]",2030,3,12,8,95665.36188430797,95979.92985088409,95715.98578365638,96013.67911711635
"(1, 4, 11)",95650.27995115395,95968.80464657344,"[2030, 6481, 14106, 11492]",2030,3,12,8,95662.27995115395,95976.80464657344,95712.90385050235,96010.5539128057
"(1, 4, 12)",95658.87437178218,95978.66562776787,"[2030, 6481, 15786, 9812]",2030,3,12,8,95670.87437178218,95986.66562776787,95721.49827113058,96020.41489400013
"(1, 4, 13)",95669.13251641276,95988.55358244601,"[2030, 6481, 17361, 8237]",2030,3,12,8,95681.13251641276,95996.55358244601,95731.75641576116,96030.30284867827
"(1, 4, 14)",95683.42925060638,96004.53387999618,"[2030, 6481, 18828, 6770]",2030,3,12,8,95695.42925060638,96012.53387999618,95746.05314995478,96046.28314622844
"(1, 4, 15)",95695.34567095917,96016.24759130643,"[2030, 6481, 20173, 5425]",2030,3,12,8,95707.34567095917,96024.24759130643,95757.96957030757,96057.99685753869
"(1, 4, 16)",95694.01163195542,96018.22276824813,"[2030, 6481, 21422, 4176]",2030,3,12,8,95706.01163195542,96026.22276824813,95756.63553130382,96059.9720344804
"(1, 4, 17)",95705.20978197607,96027.24932902821,"[2030, 6481, 22576, 3022]",2030,3,12,8,95717.20978197607,96035.24932902821,95767.83368132447,96068.99859526048
"(1, 4, 18)",95718.0459655988,96038.28574477878,"[2030, 6481, 23652, 1946]",1946,3,12,8,95730.0459655988,96046.28574477878,95780.6698649472,96080.03501101104
"(1, 4, 19)",95720.10908554547,96042.04581548522,"[2030, 6481, 24658, 940]",940,3,12,8,95732.10908554547,96050.04581548522,95782.73298489387,96083.79508171749
"(1, 5, 6)",95659.54458698677,95985.35816757035,"[2030, 8702, 2161, 21216]",2030,3,12,8,95671.54458698677,95993.35816757035,95722.16848633517,96027.10743380261
"(1, 5, 7)",95648.74582952223,95974.26491381819,"[2030, 8702, 4265, 19112]",2030,3,12,8,95660.74582952223,95982.26491381819,95711.36972887063,96016.01418005045
"(1, 5, 8)",95636.52388482078,95962.80076756157,"[2030, 8702, 6287, 17090]",2030,3,12,8,95648.52388482078,95970.80076756157,95699.14778416918,96004.55003379383
"(1, 5, 9)",95636.22788127656,95961.16623379792,"[2030, 8702, 8239, 15138]",2030,3,12,8,95648.22788127656,95969.16623379792,95698.85178062496,96002.91550003018
"(1, 5, 10)",95633.94076126852,95961.0450511499,"[2030, 8702, 10102, 13275]",2030,3,12,8,95645.94076126852,95969.0450511499,95696.56466061692,96002.79431738215
"(1, 5, 11)",95629.48822033989,95955.55242186418,"[2030, 8702, 11885, 11492]",2030,3,12,8,95641.48822033989,95963.55242186418,95692.11211968829,95997.30168809644
"(1, 5, 12)",95634.64657562022,95961.80194020027,"[2030, 8702, 13565, 9812]",2030,3,12,8,95646.64657562022,95969.80194020027,95697.27047496862,96003.55120643253
"(1, 5, 13)",95642.21295758491,95968.29362446645,"[2030, 8702, 15140, 8237]",2030,3,12,8,95654.21295758491,95976.29362446645,95704.83685693331,96010.0428906987
"(1, 5, 14)",95652.87011727241,95980.25746046554,"[2030, 8702, 16607, 6770]",2030,3,12,8,95664.87011727241,95988.25746046554,95715.49401662081,96022.0067266978
"(1, 5, 15)",95662.24295407764,95988.87353753785,"[2030, 8702, 17952, 5425]",2030,3,12,8,95674.24295407764,95996.87353753785,95724.86685342604,96030.62280377011
"(1, 5, 16)",95659.71654261793,95989.38981289741,"[2030, 8702, 19201, 4176]",2030,3,12,8,95671.71654261793,95997.38981289741,95722.34044196633,96031.13907912967
"(1, 5, 17)",95668.61462226041,95996.02884767108,"[2030, 8702, 20355, 3022]",2030,3,12,8,95680.61462226041,96004.02884767108,95731.23852160882,96037.77811390335
"(1, 5, 18)",95678.98828035542,96004.38824080252,"[2030, 8702, 21431, 1946]",1946,3,12,8,95690.98828035542,96012.38824080252,95741.61217970382,96046.13750703479
"(1, 5, 19)",95679.72321084776,96006.62478998494,"[2030, 8702, 22437, 940]",940,3,12,8,95691.72321084776,96014.62478998494,95742.34711019616,96048.3740562172
"(1, 6, 7)",95663.20274921763,95970.47510064431,"[2030, 10863, 2104, 19112]",2030,3,12,8,95675.20274921763,95978.47510064431,95725.82664856603,96012.22436687657
"(1, 6, 8)",95650.12691116756,95957.61318890746,"[2030, 10863, 4126, 17090]",2030,3,12,8,95662.12691116756,95965.61318890746,95712.75081051596,95999.36245513972
"(1, 6, 9)",95647.2761004365,95953.6285112325,"[2030, 10863, 6078, 15138]",2030,3,12,8,95659.2761004365,95961.6285112325,95709.8999997849,95995.37777746476
"(1, 6, 10)",95642.99683003366,95951.27376068413,"[2030, 10863, 7941, 13275]",2030,3,12,8,95654.99683003366,95959.27376068413,95705.62072938206,95993.02302691639
"(1, 6, 11)",95637.07869285808,95944.53408098349,"[2030, 10863, 9724, 11492]",2030,3,12,8,95649.07869285808,95952.53408098349,95699.70259220648,95986.28334721575
"(1, 6, 12)",95639.75233507637,95948.0932004844,"[2030, 10863, 11404, 9812]",2030,3,12,8,95651.75233507637,95956.0932004844,95702.37623442477,95989.84246671667
"(1, 6, 13)",95644.62117822262,95952.17745098849,"[2030, 10863, 12979, 8237]",2030,3,12,8,95656.62117822262,95960.17745098849,95707.24507757102,95993.92671722075
"(1, 6, 14)",95652.40894675897,95960.99189627742,"[2030, 10863, 14446, 6770]",2030,3,12,8,95664.40894675897,95968.99189627742,95715.03284610737,96002.74116250969
"(1, 6, 15)",95659.08000719751,95967.21488175611,"[2030, 10863, 15791, 5425]",2030,3,12,8,95671.08000719751,95975.21488175611,95721.70390654591,96008.96414798837
"(1, 6, 16)",95655.54631704299,95966.73767799791,"[2030, 10863, 17040, 4176]",2030,3,12,8,95667.54631704299,95974.73767799791,95718.17021639139,96008.48694423017
"(1, 6, 17)",95662.33706597798,95971.42309341408,"[2030, 10863, 18194, 3022]",2030,3,12,8,95674.33706597798,95979.42309341408,95724.96096532638,96013.17235964634
"(1, 6, 18)",95670.45361425808,95977.61885499854,"[2030, 10863, 19270, 1946]",1946,3,12,8,95682.45361425808,95985.61885499854,95733.07751360648,96019.3681212308
"(1, 6, 19)",95670.27604160324,95978.71098062332,"[2030, 10863, 20276, 940]",940,3,12,8,95682.27604160324,95986.71098062332,95732.89994095164,96020.46024685558
"(1, 7, 8)",95663.85614231543,95961.88458477381,"[2030, 12967, 2022, 17090]",2022,3,12,8,95675.85614231543,95969.88458477381,95726.48004166383,96003.63385100607
"(1, 7, 9)",95660.04765493757,95957.26243917274,"[2030, 12967, 3974, 15138]",2030,3,12,8,95672.04765493757,95965.26243917274,95722.67155428597,95999.011705405
"(1, 7, 10)",95655.20608241101,95953.9410506913,"[2030, 12967, 5837, 13275]",2030,3,12,8,95667.20608241101,95961.9410506913,95717.82998175941,95995.69031692356
"(1, 7, 11)",95648.60830464902,95946.86449548465,"[2030, 12967, 7620, 11492]",2030,3,12,8,95660.60830464902,95954.86449548465,95711.23220399742,95988.61376171692
"(1, 7, 12)",95650.16262673654,95948.95511810915,"[2030, 12967, 9300, 9812]",2030,3,12,8,95662.16262673654,95956.95511810915,95712.78652608494,95990.70438434141
"(1, 7, 13)",95653.44349128776,95951.77584217871,"[2030, 12967, 10875, 8237]",2030,3,12,8,95665.44349128776,95959.77584217871,95716.06739063616,95993.52510841098
"(1, 7, 14)",95659.55046447103,95958.69862934244,"[2030, 12967, 12342, 6770]",2030,3,12,8,95671.55046447103,95966.69862934244,95722.17436381943,96000.4478955747
"(1, 7, 15)",95664.60706879143,95963.37366999869,"[2030, 12967, 13687, 5425]",2030,3,12,8,95676.60706879143,95971.37366999869,95727.23096813983,96005.12293623095
"(1, 7, 16)",95660.59676908868,95962.4124589506,"[2030, 12967, 14936, 4176]",2030,3,12,8,95672.59676908868,95970.4124589506,95723.22066843708,96004.16172518286
"(1, 7, 17)",95666.05214467883,95965.88166304029,"[2030, 12967, 16090, 3022]",2030,3,12,8,95678.05214467883,95973.88166304029,95728.67604402723,96007.63092927255
"(1, 7, 18)",95672.87440999331,95970.51338614637,"[2030, 12967, 17166, 1946]",1946,3,12,8,95684.87440999331,95978.51338614637,95735.49830934171,96012.26265237863
"(1, 7, 19)",95672.0429504443,95971.09509355784,"[2030, 12967, 18172, 940]",940,3,12,8,95684.0429504443,95979.09509355784,95734.6668497927,96012.8443597901
"(1, 8, 9)",95667.74564015152,95961.41541287309,"[2030, 14989, 1952, 15138]",1952,3,12,8,95679.74564015152,95969.41541287309,95730.36953949992,96003.16467910535
"(1, 8, 10)",95662.35717374363,95957.15045560153,"[2030, 14989, 3815, 13275]",2030,3,12,8,95674.35717374363,95965.15045560153,95724.98107309203,95998.89972183379
"(1, 8, 11)",95655.42100991451,95949.85400033847,"[2030, 14989, 5598, 11492]",2030,3,12,8,95667.42100991451,95957.85400033847,95718.04490926291,95991.60326657073
"(1, 8, 12)",95655.5092255018,95950.62745002695,"[2030, 14989, 7278, 9812]",2030,3,12,8,95667.5092255018,95958.62745002695,95718.1331248502,95992.37671625921
"(1, 8, 13)",95657.4234428388,95951.92606766541,"[2030, 14989, 8853, 8237]",2030,3,12,8,95669.4234428388,95959.92606766541,95720.0473421872,95993.67533389767
"(1, 8, 14)",95661.63699818355,95956.9264147513,"[2030, 14989, 10320, 6770]",2030,3,12,8,95673.63699818355,95964.9264147513,95724.26089753195,95998.67568098356
"(1, 8, 15)",95665.13598998604,95960.06760661723,"[2030, 14989, 11665, 5425]",2030,3,12,8,95677.13598998604,95968.06760661723,95727.75988933444,96001.8168728495
"(1, 8, 16)",95660.8438124132,95958.80229504511,"[2030, 14989, 12914, 4176]",2030,3,12,8,95672.8438124132,95966.80229504511,95723.4677117616,96000.55156127737
"(1, 8, 17)",95665.08496831285,95961.03491021317,"[2030, 14989, 14068, 3022]",2030,3,12,8,95677.08496831285,95969.03491021317,95727.70886766125,96002.78417644544
"(1, 8, 18)",95670.38370693596,95964.36157042554,"[2030, 14989, 15144, 1946]",1946,3,12,8,95682.38370693596,95972.36157042554,95733.00760628436,96006.1108366578
"(1, 8, 19)",95669.09416174566,95964.44578077953,"[2030, 14989, 16150, 940]",940,3,12,8,95681.09416174566,95972.44578077953,95731.71806109406,96006.19504701179
"(1, 9, 10)",95675.0371958557,95967.75059141437,"[2030, 16941, 1863, 13275]",1863,3,12,8,95687.0371958557,95975.75059141437,95737.6610952041,96009.49985764663
"(1, 9, 11)",95669.08202338153,95960.54686074823,"[2030, 16941, 3646, 11492]",2030,3,12,8,95681.08202338153,95968.54686074823,95731.70592272993,96002.2961269805
"(1, 9, 12)",95668.65047969713,95960.79264728214,"[2030, 16941, 5326, 9812]",2030,3,12,8,95680.65047969713,95968.79264728214,95731.27437904553,96002.5419135144
"(1, 9, 13)",95670.10159858275,95961.5082511407,"[2030, 16941, 6901, 8237]",2030,3,12,8,95682.10159858275,95969.5082511407,95732.72549793115,96003.25751737296
"(1, 9, 14)",95673.27237900636,95965.41095171189,"[2030, 16941, 8368, 6770]",2030,3,12,8,95685.27237900636,95973.41095171189,95735.89627835476,96007.16021794415
